word,aspect,head_word,head_word_tag_new,lematized_words,ner,next_words,ortho_features,pos_tag,post_word_tag,pre_word_tag,prev_words,stopword,token_freq,word_len
potentially,0,0,,potentially,0,hundreds,0,RB,NNS,VB,be,0,1,1
hundreds,0,0,,hundreds,0,or,0,NNS,CC,RB,potentially,0,1,1
or,0,0,,or,0,thousands,0,CC,NNS,NNS,hundreds,1,1,0
thousands,0,0,,thousands,0,in,0,NNS,IN,CC,or,0,1,1
in,0,0,,in,0,the,0,IN,DT,NNS,thousands,1,1,0
the,0,0,,the,0,near,0,DT,JJ,IN,in,1,1,0
near,0,0,,near,0,future,0,JJ,NN,DT,the,0,1,1
future,0,0,,future,0,,0,NN,,JJ,near,0,1,1
Has,0,0,,Has,0,met,1,NNP,VBN,,,0,1,0
met,0,0,,meet,0,or,0,VBN,CC,NNP,Has,0,1,0
or,0,0,,or,0,exceeded,0,CC,VBN,VBN,met,1,1,0
exceeded,0,0,,exceed,0,my,0,VBN,PRP$,CC,or,0,1,1
my,0,0,,my,0,needs,0,PRP$,NNS,VBN,exceeded,1,1,0
needs,0,0,,need,0,for,0,NNS,IN,PRP$,my,0,1,1
for,0,0,,for,0,a,0,IN,DT,NNS,needs,1,1,0
a,0,0,,a,0,compact,0,DT,JJ,IN,for,1,1,0
compact,0,0,,compact,0,travel,0,JJ,NN,DT,a,0,1,1
travel,0,0,,travel,0,device,0,NN,NN,JJ,compact,0,1,1
device,1,0,,device,0,,0,NN,,NN,travel,0,1,1
but,0,0,,but,0,now,0,CC,RB,,,1,1,0
now,0,0,,now,0,i,0,RB,VBP,CC,but,1,1,0
i,0,0,,i,0,have,0,VBP,VBP,RB,now,1,1,0
have,0,0,,have,0,realized,0,VBP,VBN,VBP,i,1,1,1
realized,0,0,,realize,0,its,0,VBN,PRP$,VBP,have,0,1,1
its,0,0,,its,0,a,0,PRP$,DT,VBN,realized,1,1,0
a,0,0,,a,0,problem,0,DT,NN,PRP$,its,1,1,0
problem,0,1,NN,problem,0,with,0,NN,IN,DT,a,0,1,1
with,0,0,,with,0,this,0,IN,DT,NN,problem,1,1,1
this,0,1,DT,this,0,brand,0,DT,NN,IN,with,1,1,1
brand,1,0,,brand,0,,0,NN,,DT,this,0,1,1
It,0,0,,It,0,can,1,PRP,MD,,,0,1,0
can,0,0,,can,0,not,0,MD,RB,PRP,It,1,1,0
not,0,0,,not,0,save,0,RB,VB,MD,can,1,1,0
save,0,0,,save,0,the,0,VB,DT,RB,not,0,1,1
the,0,0,,the,0,correct,0,DT,NN,VB,save,1,1,0
correct,0,0,,correct,0,date,0,NN,NN,DT,the,0,1,1
date,0,0,,date,0,and,0,NN,CC,NN,correct,0,1,1
and,0,0,,and,0,time,0,CC,NN,NN,date,1,1,0
time,1,1,NN,time,0,I,0,NN,PRP,CC,and,0,1,1
I,0,1,PRP,I,0,set,1,PRP,VBP,NN,time,0,1,0
set,1,0,,set,0,,0,VBP,,PRP,I,0,1,0
I,0,1,PRP,I,0,sent,1,PRP,VBD,,,0,1,0
sent,0,0,,send,0,it,0,VBD,PRP,PRP,I,0,1,1
it,0,1,PRP,it,0,back,0,PRP,RB,VBD,sent,1,2,0
back,0,0,,back,0,to,0,RB,TO,PRP,it,0,1,1
to,0,0,,to,0,Toshiba,0,TO,NNP,RB,back,1,1,0
Toshiba,1,1,NNP,Toshiba,1,twice,1,NNP,RB,TO,to,0,1,1
twice,0,0,,twice,0,they,0,RB,PRP,NNP,Toshiba,0,1,1
they,0,1,PRP,they,0,covered,0,PRP,VBD,RB,twice,1,1,1
covered,0,0,,cover,0,it,0,VBD,PRP,PRP,they,0,1,1
it,0,1,PRP,it,0,under,0,PRP,IN,VBD,covered,1,2,0
under,0,0,,under,0,the,0,IN,DT,PRP,it,1,1,1
the,0,0,,the,0,warranty,0,DT,NN,IN,under,1,1,0
warranty,1,0,,warranty,0,,0,NN,,DT,the,0,1,1
And,0,0,,And,0,this,1,CC,DT,,,0,1,0
this,0,1,DT,this,0,is,0,DT,VBZ,CC,And,1,1,1
is,0,0,,be,0,not,0,VBZ,RB,DT,this,1,1,0
not,0,0,,not,0,just,0,RB,RB,VBZ,is,1,1,0
just,0,0,,just,0,my,0,RB,PRP$,RB,not,1,1,1
my,0,0,,my,0,one,0,PRP$,CD,RB,just,1,1,0
one,1,1,CD,one,0,experine,0,CD,NN,PRP$,my,0,1,0
experine,0,0,,experine,0,,0,NN,,CD,one,0,1,1
They,0,1,PRP,They,0,sent,1,PRP,VBD,,,0,1,1
sent,0,0,,send,0,me,0,VBD,PRP,PRP,They,0,1,1
me,0,1,PRP,me,0,a,0,PRP,DT,VBD,sent,1,2,0
a,0,0,,a,0,replacement,0,DT,NN,PRP,me,1,1,0
replacement,1,0,,replacement,0,part,0,NN,NN,DT,a,0,1,1
part,0,0,,part,0,and,0,NN,CC,NN,replacement,0,2,1
and,0,0,,and,0,without,0,CC,IN,NN,part,1,2,0
without,0,0,,without,0,informing,0,IN,VBG,CC,and,0,1,1
informing,0,0,,inform,0,me,0,VBG,PRP,IN,without,0,1,1
me,0,1,PRP,me,0,are,0,PRP,VBP,VBG,informing,1,2,0
are,0,0,,be,0,requiring,0,VBP,VBG,PRP,me,1,1,0
requiring,0,0,,require,0,that,0,VBG,IN,VBP,are,0,1,1
that,0,0,,that,0,I,0,IN,PRP,VBG,requiring,1,1,1
I,0,1,PRP,I,0,return,1,PRP,VBP,IN,that,0,1,0
return,1,0,,return,0,it,0,VBP,PRP,PRP,I,0,1,1
it,0,1,PRP,it,0,within,0,PRP,IN,VBP,return,1,1,0
within,0,0,,within,0,15,0,IN,CD,PRP,it,0,1,1
15,1,0,,15,0,days,1,CD,NNS,IN,within,0,1,0
days,0,0,,days,0,or,0,NNS,CC,CD,15,0,1,1
or,0,0,,or,0,contact,0,CC,VB,NNS,days,1,1,0
contact,0,0,,contact,0,them,0,VB,PRP,CC,or,0,1,1
them,0,0,,them,0,and,0,PRP,CC,VB,contact,1,2,1
and,0,0,,and,0,let,0,CC,VB,PRP,them,1,2,0
let,0,0,,let,0,them,0,VB,PRP,CC,and,0,1,0
them,0,0,,them,0,know,0,PRP,VB,VB,let,1,2,1
know,0,0,,know,0,the,0,VB,DT,PRP,them,0,1,1
the,0,0,,the,0,broken,0,DT,JJ,VB,know,1,1,0
broken,0,0,,break,0,part,0,JJ,NN,DT,the,0,1,1
part,0,0,,part,0,will,0,NN,MD,JJ,broken,0,2,1
will,0,0,,will,0,be,0,MD,VB,NN,part,1,1,1
be,0,0,,be,0,returned,0,VB,VBN,MD,will,1,1,0
returned,0,0,,return,0,later,0,VBN,RB,VB,be,0,1,1
later,0,0,,later,0,,0,RB,,VBN,returned,0,1,1
I,0,1,PRP,I,0,was,1,PRP,VBD,,,0,2,0
was,0,0,,be,0,looking,0,VBD,VBG,PRP,I,1,2,0
looking,1,0,,look,0,for,0,VBG,IN,VBD,was,0,2,1
for,0,0,,for,0,a,0,IN,DT,VBG,looking,1,2,0
a,0,0,,a,0,mac,0,DT,NN,IN,for,1,1,0
mac,1,0,,mac,0,which,0,NN,WDT,DT,a,0,1,0
which,0,0,,which,0,is,0,WDT,VBZ,NN,mac,1,1,1
is,0,0,,be,0,portable,0,VBZ,JJ,WDT,which,1,1,0
portable,0,0,,portable,0,and,0,JJ,CC,VBZ,is,0,1,1
and,0,0,,and,0,has,0,CC,VBZ,JJ,portable,1,1,0
has,0,0,,have,0,all,0,VBZ,PDT,CC,and,1,1,0
all,0,0,,all,0,the,0,PDT,DT,VBZ,has,1,1,0
the,0,0,,the,0,features,0,DT,NNS,PDT,all,1,1,0
features,1,1,NNS,feature,0,that,0,NNS,IN,DT,the,0,1,1
that,0,0,,that,0,I,0,IN,PRP,NNS,features,1,1,1
I,0,1,PRP,I,0,was,1,PRP,VBD,IN,that,0,2,0
was,0,0,,be,0,looking,0,VBD,VBG,PRP,I,1,2,0
looking,1,0,,look,0,for,0,VBG,IN,VBD,was,0,2,1
for,0,0,,for,0,,0,IN,,VBG,looking,1,2,0
I,0,1,PRP,I,0,would,1,PRP,MD,,,0,1,0
would,0,0,,would,0,highly,0,MD,RB,PRP,I,0,1,1
highly,0,0,,highly,0,recommend,0,RB,VB,MD,would,0,1,1
recommend,0,0,,recommend,0,this,0,VB,DT,RB,highly,0,1,1
this,0,1,DT,this,0,one,0,DT,CD,VB,recommend,1,1,1
one,1,1,CD,one,0,to,0,CD,TO,DT,this,0,1,0
to,0,0,,to,0,my,0,TO,PRP$,CD,one,1,1,0
my,0,0,,my,0,friends,0,PRP$,NNS,TO,to,1,1,0
friends,0,0,,friends,0,,0,NNS,,PRP$,my,0,1,1
I,0,1,PRP,I,0,honestly,1,PRP,RB,,,0,2,0
honestly,0,0,,honestly,0,love,0,RB,VBP,PRP,I,0,1,1
love,0,0,,love,0,my,0,VBP,PRP$,RB,honestly,0,1,1
my,0,0,,my,0,mac,0,PRP$,NN,VBP,love,1,1,0
mac,1,0,,mac,0,thats,0,NN,NNS,PRP$,my,0,2,0
thats,0,0,,thats,0,why,0,NNS,WRB,NN,mac,0,1,1
why,0,0,,why,0,I,0,WRB,PRP,NNS,thats,1,1,0
I,0,1,PRP,I,0,am,1,PRP,VBP,WRB,why,0,2,0
am,0,0,,be,0,a,0,VBP,DT,PRP,I,1,1,0
a,0,0,,a,0,self,0,DT,NN,VBP,am,1,1,0
self,0,0,,self,0,proclaimed,0,NN,VBN,DT,a,0,1,1
proclaimed,0,0,,proclaim,0,mac,0,VBN,CD,NN,self,0,1,1
mac,1,0,,mac,0,addict,0,CD,NN,VBN,proclaimed,0,2,0
addict,0,0,,addict,0,,0,NN,,CD,mac,0,1,1
And,0,0,,And,0,these,1,CC,DT,,,0,1,0
these,0,0,,these,0,are,0,DT,VBP,CC,And,1,1,1
are,0,0,,be,0,some,0,VBP,DT,DT,these,1,1,0
some,0,0,,some,0,reasons,0,DT,NNS,VBP,are,1,1,1
reasons,0,0,,reason,0,you,0,NNS,PRP,DT,some,0,1,1
you,0,1,PRP,you,0,should,0,PRP,MD,NNS,reasons,1,1,0
should,0,0,,should,0,get,0,MD,VB,PRP,you,1,1,1
get,0,0,,get,0,a,0,VB,DT,MD,should,0,1,0
a,0,0,,a,0,macbook,0,DT,NN,VB,get,1,1,0
macbook,0,0,,macbook,0,pro,0,NN,NN,DT,a,0,1,1
pro,0,0,,pro,0,,0,NN,,NN,macbook,0,1,0
Also,0,0,,Also,0,kinda,1,RB,VBZ,,,0,1,1
kinda,0,0,,kinda,0,loud,0,VBZ,JJ,RB,Also,0,1,1
loud,0,0,,loud,0,when,0,JJ,WRB,VBZ,kinda,0,1,1
when,0,0,,when,0,the,0,WRB,DT,JJ,loud,1,1,1
the,0,0,,the,0,fan,0,DT,NN,WRB,when,1,1,0
fan,1,0,,fan,0,was,0,NN,VBD,DT,the,0,1,0
was,0,0,,be,0,running,0,VBD,VBG,NN,fan,1,1,0
running,1,0,,run,0,,0,VBG,,VBD,was,0,1,1
In,0,0,,In,0,desparation,1,IN,NN,,,0,1,0
desparation,0,0,,desparation,0,I,0,NN,PRP,IN,In,0,1,1
I,0,1,PRP,I,0,called,1,PRP,VBD,NN,desparation,0,1,0
called,0,0,,call,0,their,0,VBD,PRP$,PRP,I,0,1,1
their,0,0,,their,0,Customer,0,PRP$,NNP,VBD,called,1,1,1
Customer,1,0,,Customer,0,Service,1,NNP,NNP,PRP$,their,0,1,1
Service,1,0,,Service,0,number,1,NNP,NN,NNP,Customer,0,1,1
number,1,0,,number,0,and,0,NN,CC,NNP,Service,0,1,1
and,0,0,,and,0,was,0,CC,VBD,NN,number,1,2,0
was,0,0,,be,0,told,0,VBD,VBN,CC,and,1,1,0
told,0,0,,tell,0,that,0,VBN,IN,VBD,was,0,1,1
that,0,0,,that,0,my,0,IN,PRP$,VBN,told,1,2,1
my,0,0,,my,0,warranty,0,PRP$,NN,IN,that,1,1,0
warranty,1,0,,warranty,0,had,0,NN,VBD,PRP$,my,0,1,1
had,0,0,,have,0,expired,0,VBD,VBN,NN,warranty,1,1,0
expired,0,0,,expire,0,2,0,VBN,CD,VBD,had,0,1,1
2,1,0,,2,0,days,1,CD,NNS,VBN,expired,0,1,0
days,0,0,,days,0,old,0,NNS,JJ,CD,2,0,1,1
old,0,0,,old,0,and,0,JJ,CC,NNS,days,0,1,0
and,0,0,,and,0,that,0,CC,IN,JJ,old,1,2,0
that,0,0,,that,0,the,0,IN,DT,CC,and,1,2,1
the,0,0,,the,0,priviledge,0,DT,NN,IN,that,1,1,0
priviledge,0,0,,priviledge,0,of,0,NN,IN,DT,the,0,1,1
of,0,0,,of,0,talking,0,IN,VBG,NN,priviledge,1,1,0
talking,1,0,,talk,0,to,0,VBG,TO,IN,of,0,1,1
to,0,0,,to,0,a,0,TO,DT,VBG,talking,1,1,0
a,0,0,,a,0,technician,0,DT,NN,TO,to,1,1,0
technician,1,0,,technician,0,would,0,NN,MD,DT,a,0,1,1
would,0,0,,would,0,cost,0,MD,VB,NN,technician,0,1,1
cost,1,0,,cost,0,me,0,VB,PRP,MD,would,0,1,1
me,0,1,PRP,me,0,have,0,PRP,VB,VB,cost,1,1,0
have,0,0,,have,0,your,0,VB,PRP$,PRP,me,1,1,1
your,0,0,,your,0,credit,0,PRP$,NN,VB,have,1,1,1
credit,0,0,,credit,0,card,0,NN,NN,PRP$,your,0,1,1
card,1,0,,card,0,ready,0,NN,JJ,NN,credit,0,1,1
ready,0,0,,ready,0,,0,JJ,,NN,card,0,1,1
I,0,1,PRP,I,0,purchased,1,PRP,VBD,,,0,1,0
purchased,0,0,,purchase,0,this,0,VBD,DT,PRP,I,0,1,1
this,0,1,DT,this,0,laptop,0,DT,NN,VBD,purchased,1,1,1
laptop,0,1,NN,laptop,0,while,0,NN,IN,DT,this,0,1,1
while,0,1,IN,while,0,on,0,IN,IN,NN,laptop,1,1,1
on,0,0,,on,0,a,0,IN,DT,IN,while,1,1,0
a,0,0,,a,0,business,0,DT,NN,IN,on,1,1,0
business,1,0,,business,0,trip,0,NN,NN,DT,a,0,1,1
trip,0,0,,trip,0,to,0,NN,TO,NN,business,0,1,1
to,0,0,,to,0,keep,0,TO,VB,NN,trip,1,1,0
keep,0,0,,keep,0,up,0,VB,RP,TO,to,0,1,1
up,0,0,,up,0,with,0,RP,IN,VB,keep,1,1,0
with,0,0,,with,0,my,0,IN,PRP$,RP,up,1,1,1
my,0,0,,my,0,email,0,PRP$,NN,IN,with,1,1,0
email,0,0,,email,0,,0,NN,,PRP$,my,0,1,1
There,0,0,,There,0,also,1,EX,RB,,,0,1,1
also,0,0,,also,0,seemed,0,RB,VBD,EX,There,0,1,1
seemed,0,0,,seem,0,to,0,VBD,TO,RB,also,0,1,1
to,0,0,,to,0,be,0,TO,VB,VBD,seemed,1,3,0
be,0,0,,be,0,a,0,VB,DT,TO,to,1,2,0
a,0,0,,a,0,problem,0,DT,NN,VB,be,1,1,0
problem,0,1,NN,problem,0,with,0,NN,IN,DT,a,0,1,1
with,0,0,,with,0,the,0,IN,DT,NN,problem,1,1,1
the,0,0,,the,0,hard,0,DT,JJ,IN,with,1,1,0
hard,1,0,,hard,0,disc,0,JJ,NN,DT,the,0,1,1
disc,1,0,,disc,0,as,0,NN,IN,JJ,hard,0,1,1
as,0,0,,a,0,certain,0,IN,JJ,NN,disc,1,1,0
certain,0,0,,certain,0,times,0,JJ,NNS,IN,as,0,1,1
times,0,0,,time,0,windows,0,NNS,VBP,JJ,certain,0,1,1
windows,1,0,,windows,0,loads,0,VBP,NNS,NNS,times,0,1,1
loads,1,0,,load,0,but,0,NNS,CC,VBP,windows,0,1,1
but,0,0,,but,0,claims,0,CC,NNS,NNS,loads,1,1,0
claims,0,0,,claim,0,to,0,NNS,TO,CC,but,0,1,1
to,0,0,,to,0,not,0,TO,RB,NNS,claims,1,3,0
not,0,0,,not,0,be,0,RB,VB,TO,to,1,1,0
be,0,0,,be,0,able,0,VB,JJ,RB,not,1,2,0
able,0,0,,able,0,to,0,JJ,TO,VB,be,0,1,1
to,0,0,,to,0,find,0,TO,VB,JJ,able,1,3,0
find,1,0,,find,0,any,0,VB,DT,TO,to,0,1,1
any,0,0,,any,0,drivers,0,DT,NNS,VB,find,1,1,0
drivers,1,0,,drivers,0,or,0,NNS,CC,DT,any,0,1,1
or,0,0,,or,0,files,0,CC,NNS,NNS,drivers,1,1,0
files,1,0,,files,0,,0,NNS,,CC,or,0,1,1
Drivers,1,0,,Drivers,0,updated,1,NNS,VBD,,,0,1,1
updated,0,0,,update,0,ok,0,VBD,JJ,NNS,Drivers,0,1,1
ok,0,0,,ok,0,but,0,JJ,CC,VBD,updated,0,1,0
but,0,0,,but,0,the,0,CC,DT,JJ,ok,1,1,0
the,0,0,,the,0,BIOS,0,DT,NNP,CC,but,1,3,0
BIOS,1,0,,BIOS,1,update,0,NNP,NN,DT,the,0,1,1
update,1,0,,update,0,froze,0,NN,VBD,NNP,BIOS,0,1,1
froze,0,0,,freeze,0,the,0,VBD,DT,NN,update,0,1,1
the,0,0,,the,0,system,0,DT,NN,VBD,froze,1,3,0
system,1,0,,system,0,up,0,NN,RB,DT,the,0,1,1
up,0,0,,up,0,and,0,RB,CC,NN,system,1,1,0
and,0,0,,and,0,the,0,CC,DT,RB,up,1,1,0
the,0,0,,the,0,computer,0,DT,NN,CC,and,1,3,0
computer,1,1,NN,computer,0,shut,0,NN,VBD,DT,the,0,1,1
shut,1,0,,shut,0,down,0,VBD,RP,NN,computer,0,1,1
down,0,0,,down,0,,0,RP,,VBD,shut,1,1,1
they,0,1,PRP,they,0,lost,0,PRP,VBD,,,1,1,1
lost,0,0,,lose,0,my,0,VBD,PRP$,PRP,they,0,1,1
my,0,0,,my,0,laptop,0,PRP$,NN,VBD,lost,1,1,0
laptop,0,1,NN,laptop,0,for,0,NN,IN,PRP$,my,0,1,1
for,0,0,,for,0,a,0,IN,DT,NN,laptop,1,1,0
a,0,0,,a,0,month,0,DT,NN,IN,for,1,1,0
month,0,0,,month,0,,0,NN,,DT,a,0,1,1
Spent,0,0,,Spent,0,2,1,JJ,CD,,,0,1,1
2,1,0,,2,0,hours,1,CD,NNS,JJ,Spent,0,1,0
hours,0,1,NNS,hour,0,on,0,NNS,IN,CD,2,0,1,1
on,0,0,,on,0,phone,0,IN,NN,NNS,hours,1,1,0
phone,1,1,NN,phone,0,with,0,NN,IN,IN,on,0,1,1
with,0,0,,with,0,HP,0,IN,NNP,NN,phone,1,1,1
HP,1,0,,HP,0,Technical,0,NNP,NNP,IN,with,0,1,0
Technical,1,0,,Technical,0,Support,1,NNP,NNP,NNP,HP,0,1,1
Support,1,0,,Support,0,,1,NNP,,NNP,Technical,0,1,1
This,0,0,,This,0,is,1,DT,VBZ,,,0,1,1
is,0,0,,be,0,my,0,VBZ,PRP$,DT,This,1,2,0
my,0,0,,my,0,second,0,PRP$,JJ,VBZ,is,1,2,0
second,0,0,,second,0,laptop,0,JJ,JJ,PRP$,my,0,1,1
laptop,0,1,JJ,laptop,0,and,0,JJ,CC,JJ,second,0,1,1
and,0,0,,and,0,it,0,CC,PRP,JJ,laptop,1,2,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,CC,and,1,1,0
is,0,0,,be,0,head,0,VBZ,JJ,PRP,it,1,2,0
head,0,0,,head,0,and,0,JJ,CC,VBZ,is,0,1,1
and,0,0,,and,0,shoulders,0,CC,NNS,JJ,head,1,2,0
shoulders,0,0,,shoulder,0,above,0,NNS,IN,CC,and,0,1,1
above,0,0,,above,0,my,0,IN,PRP$,NNS,shoulders,1,1,1
my,0,0,,my,0,first,0,PRP$,JJ,IN,above,1,2,0
first,0,0,,first,0,,0,JJ,,PRP$,my,0,1,1
at,0,0,,at,0,first,0,IN,JJ,,,1,1,0
first,0,0,,first,0,,0,JJ,,IN,at,0,1,1
Speaking,0,0,,Speaking,0,of,1,NN,IN,,,0,1,1
of,0,0,,of,0,the,0,IN,DT,NN,Speaking,1,1,0
the,0,0,,the,0,browser,0,DT,NN,IN,of,1,1,0
browser,1,0,,browser,0,it,0,NN,PRP,DT,the,0,1,1
it,0,1,PRP,it,0,too,0,PRP,RB,NN,browser,1,1,0
too,0,0,,too,0,has,0,RB,VBZ,PRP,it,1,1,0
has,0,0,,have,0,problems,0,VBZ,NNS,RB,too,1,1,0
problems,0,1,NNS,problems,0,,0,NNS,,VBZ,has,0,1,1
I,0,1,PRP,I,0,think,1,PRP,VBP,,,0,2,0
think,0,0,,think,0,just,0,VBP,RB,PRP,I,0,1,1
just,0,0,,just,0,going,0,RB,VBG,VBP,think,1,1,1
going,0,0,,go,0,from,0,VBG,IN,RB,just,0,2,1
from,0,0,,from,0,PC,0,IN,NN,VBG,going,1,1,1
PC,0,1,NN,PC,0,to,0,NN,TO,IN,from,0,1,0
to,0,0,,to,0,Mac,0,TO,NNP,NN,PC,1,1,0
Mac,1,0,,Mac,1,has,1,NNP,VBZ,TO,to,0,1,0
has,0,0,,have,0,gotten,0,VBZ,VBN,NNP,Mac,1,1,0
gotten,0,0,,get,0,me,0,VBN,PRP,VBZ,has,0,1,1
me,0,1,PRP,me,0,totally,0,PRP,RB,VBN,gotten,1,1,0
totally,0,0,,totally,0,spoiled,0,RB,VBD,PRP,me,0,1,1
spoiled,0,0,,spoil,0,and,0,VBD,CC,RB,totally,0,1,1
and,0,0,,and,0,I,0,CC,PRP,VBD,spoiled,1,1,0
I,0,1,PRP,I,0,can,1,PRP,MD,CC,and,0,2,0
can,0,0,,can,0,not,0,MD,RB,PRP,I,1,1,0
not,0,0,,not,0,imagine,0,RB,VB,MD,can,1,1,0
imagine,0,0,,imagine,0,ever,0,VB,RB,RB,not,0,1,1
ever,0,0,,ever,0,going,0,RB,VBG,VB,imagine,0,1,1
going,0,0,,go,0,back,0,VBG,RP,RB,ever,0,2,1
back,0,0,,back,0,,0,RP,,VBG,going,0,1,1
The,0,0,,The,0,keyboard,1,DT,NN,,,0,1,0
keyboard,1,1,NN,keyboard,0,is,0,NN,VBZ,DT,The,0,1,1
is,0,0,,be,0,too,0,VBZ,RB,NN,keyboard,1,1,0
too,0,0,,too,0,slick,0,RB,JJ,VBZ,is,1,1,0
slick,0,0,,slick,0,,0,JJ,,RB,too,0,1,1
Nightly,0,0,,Nightly,0,my,1,RB,PRP$,,,0,1,1
